metric,explain,linguistic_label,k400_label,domain_label
f1005418,Orthopedic_Surgical_Other=2018,Orthopedic Surgery Physician Workforce Demographics,"Mixed: neurology older physicians, some-other-race population, and surgical other activity",
f1005718,Otolaryngolgy_Administration=2018,Otolaryngology Physician Workforce Distribution,Otolaryngolgy Administration,
f1005818,Otolaryngolgy_Teaching=2018,Otolaryngology Physician Workforce Distribution,Otolaryngolgy Teaching,
f1006018,Otolaryngolgy_Other=2018,Otolaryngology Physician Workforce Distribution,Children's psychiatric long-term hospital capacity,
f1006318,Plastic_Surgical_Administration=2018,Surgical Specialist Workforce and Hospital Services,Plastic Surgical Administration,
f1006418,Plastic_Surgical_Teaching=2018,Surgical Specialist Workforce and Hospital Services,"Medical genetics, nuclear medicine, and ophthalmology teaching and research",
f1006618,Plastic_Surgical_Other=2018,Plastic Surgery Procedures by Age Group,Plastic Surgical Other,
f1006918,Colon_Rectal_Surgical_Administration=2018,Colorectal Surgery Healthcare Provider Demographics,Colon Rectal Surgical Administration,
f1007018,Colon_Rectal_Surgical_Teaching=2018,Colorectal Surgery Healthcare Provider Demographics,Colon Rectal Surgical Teaching,
f1007218,Colon_Rectal_Surgical_Other=2018,Colorectal Surgery Healthcare Provider Demographics,Colon/rectal surgery older physicians and other activity,
f1007518,Thoracic_Surgical_Administration=2018,Thoracic Surgery Physician Workforce Distribution,Thoracic Surgical Administration,
f1007618,Thoracic_Surgical_Teaching=2018,Thoracic Surgery Physician Workforce Distribution,Thoracic Surgical Teaching,
f1007818,Thoracic_Surgical_Other=2018,Thoracic Surgery Physician Workforce Distribution,Thoracic Surgical Other,
f1008118,Urology_Administration=2018,Urology Physician Workforce by Age Groups,Urology Administration,
f1008218,Urology_Teaching=2018,Urology Physician Workforce by Age Groups,Urology Teaching,
f1008418,Urology_Other=2018,Urology Physician Workforce by Age Groups,Urology Other,
f1008918,Aerospace_Medical_Medicine_Administration=2018,Aerospace Medicine Physicians by Age and Practice,Aerospace medicine administration and older physicians,
f1009018,Aerospace_Medical_Medicine_Teaching=2018,Aerospace Medicine Physicians by Age and Practice,Aerospace Medical Medicine Teaching,
f1009218,Aerospace_Medical_Medicine_Other=2018,Aerospace Medicine Physicians by Age and Practice,Aerospace Medical Medicine Other,
f1009518,Anesthesiolgy_Administration=2018,Anesthesia Healthcare Provider Workforce Demographics,Anesthesiology administration and general practice teaching physicians,
f1009618,Anesthesiolgy_Teaching=2018,Anesthesia Healthcare Provider Workforce Demographics,"Anesthesiology research and teaching, and medical genetics workforce",
f1009818,Anesthesiolgy_Other=2018,Anesthesia Healthcare Provider Workforce Demographics,Anesthesiolgy Other,
f1010118,Child_Psychiatric_Administration=2018,Psychiatric and Child Psychiatric Workforce Distribution,Allergy/immunology hospital staff and child psychiatry administration,
f1010218,Child_Psychiatric_Teaching=2018,Psychiatric and Child Psychiatric Workforce Distribution,Child psychiatry teaching and young forensic pathologists,
f1010418,Child_Psychiatric_Other=2018,Psychiatric and Child Psychiatric Workforce Distribution,Child Psychiatric Other,
f1010718,Diagnostic_Radiology_Administration=2018,Radiology Healthcare Provider Workforce Availability,Diagnostic Radiology Administration,
f1010818,Diagnostic_Radiology_Teaching=2018,Radiology Healthcare Provider Workforce Availability,"Mixed: child psychiatry, diagnostic radiology, and emergency medicine teaching and administration",
f1011018,Diagnostic_Radiology_Other=2018,Radiology Healthcare Provider Workforce Availability,Diagnostic Radiology Other,
f1011318,Forensic_Pathology_Anatomic_Clinical_Administration=2018,Forensic Pathology Physician Workforce and Demographics,Forensic pathology administration and chronic disease hospitals,
f1011418,Forensic_Pathology_Anatomic_Clinical_Teaching=2018,Forensic Pathology Physician Workforce and Demographics,Forensic pathology teaching and medical genetics other activity,
f1011618,Forensic_Pathology_Anatomic_Clinical_Other=2018,Forensic Pathology Physician Workforce and Demographics,Forensic pathology physicians by age and role,
f1011918,Neurology_Administration=2018,Neurology and Neurological Surgery Workforce,"Mixed: American Indian Shoshone/Arapaho population, neurology administration, and pharmacist vacancies",
f1012018,Neurology_Teaching=2018,Neurology and Neurological Surgery Workforce,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1012218,Neurology_Other=2018,Neurology and Neurological Surgery Workforce,Neurology Other,
f1012518,Occupational_Medical_Medicine_Administration=2018,Medical Rehabilitation and Occupational Medicine Physicians,"Mixed: child psychiatry, diagnostic radiology, and emergency medicine teaching and administration",
f1012618,Occupational_Medical_Medicine_Teaching=2018,Medical Rehabilitation and Occupational Medicine Physicians,Occupational Medical Medicine Teaching,
f1012818,Occupational_Medical_Medicine_Other=2018,Medical Rehabilitation and Occupational Medicine Physicians,"Preventive medicine, family medicine, and occupational medicine administration and teaching",
f1013118,Psychiatry_Administration=2018,Psychiatric and Child Psychiatric Workforce Distribution,Psychiatry Administration,
f1013218,Psychiatry_Teaching=2018,Psychiatric and Child Psychiatric Workforce Distribution,"Long-term hospital beds, psychiatric inpatient days, and capacity",
f1013418,Psychiatry_Other=2018,Psychiatric and Child Psychiatric Workforce Distribution,General surgical and psychiatric other professional activity,
f1013718,Pathology_Anatomic_Clinical_Anatomical_Clinic_Administration=2018,Anatomical Pathology Physician Workforce Distribution,"Allergy/immunology research, general practice other activity, and transplant surgery workforce",
f1013818,Pathology_Anatomic_Clinical_Anatomical_Clinic_Teaching=2018,Anatomical Pathology Physician Workforce Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1014018,Pathology_Anatomic_Clinical_Anatomical_Clinic_Other=2018,Anatomical Pathology Physician Workforce Distribution,Pathology and other specialty other professional activity,
f1014318,Physician_Medical_Medicine_Rehabilitation_Administration=2018,Medical Rehabilitation and Occupational Medicine Physicians,Physician Medical Medicine Rehabilitation Administration,
f1014418,Physician_Medical_Medicine_Rehabilitation_Teaching=2018,Medical Rehabilitation and Occupational Medicine Physicians,Mixed: physical medicine rehabilitation teaching and public health mid-career,
f1014618,Physician_Medical_Medicine_Rehabilitation_Other=2018,Medical Rehabilitation and Occupational Medicine Physicians,Physician Medical Medicine Rehabilitation Other,
f1014918,General_Prevention_Medical_Medicine_Administration=2018,Primary Care Physicians by Age Groups,"Preventive medicine, family medicine, and occupational medicine administration and teaching",
f1015018,General_Prevention_Medical_Medicine_Teaching=2018,General Practice Medical Doctor Workforce,"Preventive medicine, family medicine, and occupational medicine administration and teaching",
f1015218,General_Prevention_Medical_Medicine_Other=2018,Primary Care Physicians by Age Groups,General Prevention Medical Medicine Other,
f1015518,Public_Health_Administration=2018,Public Health Workforce and Disease Mortality,Mixed: nuclear medicine research and public health older physicians and administration,
f1015618,Public_Health_Teaching=2018,Public Health Workforce and Disease Mortality,Public Health Teaching,
f1015818,Public_Health_Other=2018,Public Health Workforce and Disease Mortality,Ozone air quality days and public health other professional activity,
f1016118,Radiology_Administration=2018,Radiology Healthcare Provider Workforce Availability,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1016218,Radiology_Teaching=2018,Radiology Healthcare Provider Workforce Availability,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1016418,Radiology_Other=2018,Radiology Healthcare Provider Workforce Availability,Radiology Other,
f1016718,Nuclear_Medical_Medicine_Administration=2018,Nuclear Medicine Physician Workforce Distribution,American Indian Yakama population and nuclear medicine administration,
f1016818,Nuclear_Medical_Medicine_Teaching=2018,Nuclear Medicine Physician Workforce Distribution,"Medical genetics, nuclear medicine, and ophthalmology teaching and research",
f1017018,Nuclear_Medical_Medicine_Other=2018,Nuclear Medicine Physician Workforce Distribution,Nuclear Medical Medicine Other,
f1017318,Radiation_Oncology_Administration=2018,Radiation Oncology Physician Workforce Distribution,Radiation Oncology Administration,
f1017418,Radiation_Oncology_Teaching=2018,Radiation Oncology Physician Workforce Distribution,Radiation Oncology Teaching,
f1017618,Radiation_Oncology_Other=2018,Radiation Oncology Physician Workforce Distribution,Mixed specialty other professional activity and research (multiple specialties),
f1017918,Other_Specialty_Administration=2018,Healthcare Specialists in Other Medical Fields,Other Specialty Administration,
f1018018,Other_Specialty_Teaching=2018,Healthcare Specialists in Other Medical Fields,Preventive medicine early-career physicians and other specialty teaching,
f1018218,Other_Specialty_Other=2018,Healthcare Specialists in Other Medical Fields,"Allergy, pulmonary, and other specialty older physicians",
f1018518,Emergency_Medical_Medicine_Administration=2018,Emergency Medicine Physician Workforce Demographics,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1018618,Emergency_Medical_Medicine_Teaching=2018,Emergency Medicine Physician Workforce Demographics,"Mixed: child psychiatry, diagnostic radiology, and emergency medicine teaching and administration",
f1018818,Emergency_Medical_Medicine_Other=2018,Emergency Medicine Physician Workforce Demographics,"Emergency, occupational, and pulmonary medicine other activity",
f1019118,Unspecified_Administration=2018,Unspecified Demographics and Age Distribution,"Rare specialty physician research, teaching, and administration",
f1019218,Unspecified_Teaching=2018,Unspecified Demographics and Age Distribution,"Preventive medicine, family medicine, and occupational medicine administration and teaching",
f1019418,Unspecified_Other=2018,Unspecified Demographics and Age Distribution,Unspecified Other,
f1031318,#_Total_Facility_Medicare_Inpatient_Discharge=2018,Medicare Beneficiary Coverage and Healthcare Utilization,"General hospital operations, capacity, beds, and admissions",
f1031418,#_Total_Facility_Medicare_Inpatient_Discharge=2018,,,
f1031518,#_Total_Facility_Medicaid_Inpatient_Discharge=2018,Medicare Beneficiary Coverage and Healthcare Utilization,"General hospital operations, capacity, beds, and admissions",
